WigleWifi-1.6,appRelease=v1.9.1,model=M5Stack GPS Unit,release=v1.9.1,device=ESP32 M5Stack,display=SPI TFT,board=ESP32 M5Stack,brand=Bruce,star=Sol,body=4,subBody=1
MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
4E:1B:86:C1:D8:67,quisthet,[WPA2_PSK],2025-04-09 10:42:15,11,2462,-90,52.078042,4.349590,63.000000,0.600000,,,WIFI
9E:A2:F4:AF:01:76,Welkom2022,[WPA2_PSK],2025-04-09 10:42:16,3,2422,-75,52.078036,4.349605,62.200000,0.600000,,,WIFI
64:CC:22:78:72:1A,Lotus,[WPA2_PSK],2025-04-09 10:42:16,11,2462,-75,52.078036,4.349605,62.200000,0.600000,,,WIFI
9E:A2:F4:AF:01:26,Welkom2022,[WPA2_PSK],2025-04-09 10:42:16,3,2422,-76,52.078036,4.349605,62.200000,0.600000,,,WIFI
10:27:F5:73:61:2A,Joy and Dave,[WPA2_PSK],2025-04-09 10:42:16,8,2447,-77,52.078036,4.349605,62.200000,0.600000,,,WIFI
AC:22:05:F8:01:38,Ziggo192B1CE,[WPA2_PSK],2025-04-09 10:42:16,1,2412,-79,52.078036,4.349605,62.200000,0.600000,,,WIFI
48:D3:43:46:B3:E9,Ziggo7636613,[WPA2_PSK],2025-04-09 10:42:16,11,2462,-80,52.078036,4.349605,62.200000,0.600000,,,WIFI
74:42:7F:AB:58:F1,FRITZ!Box 7590 NA,[WPA2_PSK],2025-04-09 10:42:16,1,2412,-82,52.078036,4.349605,62.200000,0.600000,,,WIFI
B0:F2:08:14:3D:7E,KPN4D5ED6,[WPA2_PSK],2025-04-09 10:42:16,1,2412,-83,52.078036,4.349605,62.200000,0.600000,,,WIFI
6C:5A:B0:0E:5C:48,TMNL-7425AD_EXT,[WPA2_PSK],2025-04-09 10:42:16,6,2437,-83,52.078036,4.349605,62.200000,0.600000,,,WIFI
D8:47:32:EC:29:72,slechtewifi,[WPA2_PSK],2025-04-09 10:42:16,3,2422,-84,52.078036,4.349605,62.200000,0.600000,,,WIFI
56:67:11:0A:04:49,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:16,11,2462,-84,52.078036,4.349605,62.200000,0.600000,,,WIFI
20:B8:2B:55:2B:DB,Ziggo8349239,[WPA2_PSK],2025-04-09 10:42:16,11,2462,-84,52.078036,4.349605,62.200000,0.600000,,,WIFI
54:83:3A:3D:62:01,TMNL-3D6201,[WPA2_PSK],2025-04-09 10:42:16,1,2412,-85,52.078036,4.349605,62.200000,0.600000,,,WIFI
56:67:11:E4:B1:30,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:16,1,2412,-85,52.078036,4.349605,62.200000,0.600000,,,WIFI
5A:D3:43:E5:28:89,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:16,6,2437,-85,52.078036,4.349605,62.200000,0.600000,,,WIFI
20:B8:2B:52:D9:21,Ziggo6571650,[WPA2_PSK],2025-04-09 10:42:16,6,2437,-85,52.078036,4.349605,62.200000,0.600000,,,WIFI
40:0D:10:BC:6E:71,Ziggo7547921,[WPA2_PSK],2025-04-09 10:42:16,6,2437,-85,52.078036,4.349605,62.200000,0.600000,,,WIFI
AC:22:05:5E:E6:09,ZiggoE4BDFED,[WPA2_PSK],2025-04-09 10:42:16,11,2462,-85,52.078036,4.349605,62.200000,0.600000,,,WIFI
18:6A:81:DE:ED:F4,Ziggo8432458,[WPA2_PSK],2025-04-09 10:42:16,1,2412,-86,52.078036,4.349605,62.200000,0.600000,,,WIFI
36:60:F9:29:59:4E,kalkho01,[WPA2_PSK],2025-04-09 10:42:16,4,2427,-86,52.078036,4.349605,62.200000,0.600000,,,WIFI
48:D3:43:96:D1:A1,Ziggo6058052,[WPA2_PSK],2025-04-09 10:42:16,6,2437,-86,52.078036,4.349605,62.200000,0.600000,,,WIFI
FA:8F:CA:32:49:BA,Grote slaapkamer.v,,[OPEN],2025-04-09 10:42:16,6,2437,-86,52.078036,4.349605,62.200000,0.600000,,,WIFI
18:35:D1:74:E6:99,DenHaag070,[WPA2_PSK],2025-04-09 10:42:16,6,2437,-87,52.078036,4.349605,62.200000,0.600000,,,WIFI
54:67:51:0A:04:49,ZiggoEA8CFB8,[WPA2_PSK],2025-04-09 10:42:16,11,2462,-87,52.078036,4.349605,62.200000,0.600000,,,WIFI
9A:80:BB:96:BE:23,4G-CPE_9250,[WPA2_PSK],2025-04-09 10:42:16,1,2412,-88,52.078036,4.349605,62.200000,0.600000,,,WIFI
9E:A2:F4:AE:B9:66,Welkom2022,[WPA2_PSK],2025-04-09 10:42:16,3,2422,-88,52.078036,4.349605,62.200000,0.600000,,,WIFI
52:0D:10:BC:6E:71,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:16,6,2437,-88,52.078036,4.349605,62.200000,0.600000,,,WIFI
4C:38:D8:38:7B:F1,Ziggo9913214,[WPA2_PSK],2025-04-09 10:42:16,6,2437,-88,52.078036,4.349605,62.200000,0.600000,,,WIFI
94:3C:96:B4:4B:4A,Ziggo0085695,[WPA2_PSK],2025-04-09 10:42:16,1,2412,-89,52.078036,4.349605,62.200000,0.600000,,,WIFI
AE:22:15:E2:78:25,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:16,1,2412,-91,52.078036,4.349605,62.200000,0.600000,,,WIFI
A0:55:1F:D4:D5:D3,Ziggo2271013,[WPA2_PSK],2025-04-09 10:42:16,1,2412,-91,52.078036,4.349605,62.200000,0.600000,,,WIFI
B2:00:73:1A:58:81,DIRECT-BMW 32348,[WPA2_PSK],2025-04-09 10:42:40,11,2462,-73,52.077959,4.350015,64.000000,0.600000,,,WIFI
AC:22:05:88:6B:EC,Ziggo3F25A4D,[WPA2_PSK],2025-04-09 10:42:40,1,2412,-76,52.077959,4.350015,64.000000,0.600000,,,WIFI
C8:B5:AD:8B:E9:A2,Middin Internet,[WPA2_PSK],2025-04-09 10:42:40,6,2437,-77,52.077959,4.350015,64.000000,0.600000,,,WIFI
C8:B5:AD:8B:EC:62,Middin Internet,[WPA2_PSK],2025-04-09 10:42:40,11,2462,-77,52.077959,4.350015,64.000000,0.600000,,,WIFI
2A:35:D1:FB:60:F9,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:40,6,2437,-78,52.077959,4.350015,64.000000,0.600000,,,WIFI
3A:43:1D:6B:D8:83,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:40,6,2437,-78,52.077959,4.350015,64.000000,0.600000,,,WIFI
2A:35:D1:00:1E:69,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:40,1,2412,-79,52.077959,4.350015,64.000000,0.600000,,,WIFI
AE:22:15:88:6B:EC,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:40,1,2412,-80,52.077959,4.350015,64.000000,0.600000,,,WIFI
40:B0:34:90:94:D0,DIRECT-CF-HP ENVY 4520 series,[WPA2_PSK],2025-04-09 10:42:40,1,2412,-82,52.077959,4.350015,64.000000,0.600000,,,WIFI
AE:22:15:F8:01:38,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:40,1,2412,-82,52.077959,4.350015,64.000000,0.600000,,,WIFI
90:9F:22:01:94:99,Odido-019499,[WPA2_WPA3_PSK],2025-04-09 10:42:40,6,2437,-82,52.077959,4.350015,64.000000,0.600000,,,WIFI
B0:5B:99:F7:E3:37,Ziggo8030006,[WPA2_PSK],2025-04-09 10:42:40,6,2437,-82,52.077959,4.350015,64.000000,0.600000,,,WIFI
C0:C9:E3:A1:39:CA,My Home Network,[WPA2_PSK],2025-04-09 10:42:40,8,2447,-82,52.077959,4.350015,64.000000,0.600000,,,WIFI
B4:F2:67:02:D4:09,Ziggo1501574,[WPA2_PSK],2025-04-09 10:42:40,1,2412,-83,52.077959,4.350015,64.000000,0.600000,,,WIFI
36:60:F9:A5:98:02,Yahvi!,[WPA2_PSK],2025-04-09 10:42:40,4,2427,-83,52.077959,4.350015,64.000000,0.600000,,,WIFI
38:43:7D:6B:D8:83,Ziggo8612542,[WPA2_PSK],2025-04-09 10:42:40,6,2437,-83,52.077959,4.350015,64.000000,0.600000,,,WIFI
3A:43:1D:40:E7:BB,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:40,6,2437,-83,52.077959,4.350015,64.000000,0.600000,,,WIFI
34:2C:C4:D4:53:CF,Ziggo5893453,[WPA2_PSK],2025-04-09 10:42:40,6,2437,-84,52.077959,4.350015,64.000000,0.600000,,,WIFI
10:27:F5:73:5F:52,Joy and Dave,[WPA2_PSK],2025-04-09 10:42:40,8,2447,-84,52.077959,4.350015,64.000000,0.600000,,,WIFI
90:5C:44:D2:F6:8F,ZiggoBEDF526,[WPA2_PSK],2025-04-09 10:42:40,1,2412,-85,52.077959,4.350015,64.000000,0.600000,,,WIFI
92:5C:14:D2:F6:8F,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:40,1,2412,-87,52.077959,4.350015,64.000000,0.600000,,,WIFI
CC:40:D0:7A:4F:05,welcome.eps.link,[WPA2_PSK],2025-04-09 10:42:40,12,2467,-88,52.077959,4.350015,64.000000,0.600000,,,WIFI
6C:5A:B0:1D:7F:8A,2273BVAplein,[WPA2_PSK],2025-04-09 10:42:41,8,2447,-76,52.077968,4.350037,64.500000,0.600000,,,WIFI
18:35:D1:FB:60:F9,Ziggo1994020,[WPA2_PSK],2025-04-09 10:42:41,6,2437,-77,52.077968,4.350037,64.500000,0.600000,,,WIFI
18:35:D1:C3:5B:19,Ziggo4082644,[WPA2_PSK],2025-04-09 10:42:41,11,2462,-78,52.077968,4.350037,64.500000,0.600000,,,WIFI
54:67:51:E4:B1:30,ZiggoC9D433C,[WPA2_PSK],2025-04-09 10:42:41,1,2412,-79,52.077968,4.350037,64.500000,0.600000,,,WIFI
90:5C:44:1F:7D:E6,Ziggo64A4A9A,[WPA2_PSK],2025-04-09 10:42:41,6,2437,-79,52.077968,4.350037,64.500000,0.600000,,,WIFI
92:5C:14:1F:7D:E6,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:41,6,2437,-80,52.077968,4.350037,64.500000,0.600000,,,WIFI
AE:22:15:4E:6C:5B,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:41,1,2412,-82,52.077968,4.350037,64.500000,0.600000,,,WIFI
40:0D:10:DD:22:69,Ziggo9892573,[WPA2_PSK],2025-04-09 10:42:41,1,2412,-83,52.077968,4.350037,64.500000,0.600000,,,WIFI
5E:38:D8:38:7B:F1,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:41,6,2437,-83,52.077968,4.350037,64.500000,0.600000,,,WIFI
B6:F2:17:02:D4:09,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:41,1,2412,-85,52.077968,4.350037,64.500000,0.600000,,,WIFI
8A:A2:37:9B:10:20,H369AD5FBF0,[WPA2_PSK],2025-04-09 10:42:41,1,2412,-85,52.077968,4.350037,64.500000,0.600000,,,WIFI
D8:47:32:EC:27:9A,slechtewifi,[WPA2_PSK],2025-04-09 10:42:41,3,2422,-85,52.077968,4.350037,64.500000,0.600000,,,WIFI
04:BF:6D:B7:FB:1A,ZyXELB7FB19,[WPA_WPA2_PSK],2025-04-09 10:42:41,4,2427,-85,52.077968,4.350037,64.500000,0.600000,,,WIFI
4C:1B:86:7D:9F:36,VRV95177D9F36,[WPA2_PSK],2025-04-09 10:42:41,11,2462,-85,52.077968,4.350037,64.500000,0.600000,,,WIFI
6A:02:98:DA:8C:31,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:41,11,2462,-85,52.077968,4.350037,64.500000,0.600000,,,WIFI
F4:E3:FB:0B:62:E8,VFNL-0B62E1,[WPA2_PSK],2025-04-09 10:42:41,3,2422,-86,52.077968,4.350037,64.500000,0.600000,,,WIFI
00:4A:77:4A:D3:6D,TELE2-4AD36C_2.4G,[WPA2_PSK],2025-04-09 10:42:41,4,2427,-86,52.077968,4.350037,64.500000,0.600000,,,WIFI
18:35:D1:F0:53:F1,Ziggo7635191,[WPA2_PSK],2025-04-09 10:42:41,11,2462,-86,52.077968,4.350037,64.500000,0.600000,,,WIFI
E6:57:40:9D:23:19,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:42:41,11,2462,-86,52.077968,4.350037,64.500000,0.600000,,,WIFI
66:22:32:76:A7:86,Koningkerk,[WPA2_PSK],2025-04-09 10:43:05,1,2412,-70,52.078157,4.350501,59.000000,0.600000,,,WIFI
58:BA:D4:B1:39:D8,TMNL-B139D2,[WPA2_PSK],2025-04-09 10:43:05,3,2422,-77,52.078157,4.350501,59.000000,0.600000,,,WIFI
0A:3C:C5:96:0A:1C,Ziggo8317269,[WPA2_PSK],2025-04-09 10:43:05,1,2412,-82,52.078157,4.350501,59.000000,0.600000,,,WIFI
18:35:D1:00:1E:69,Ziggo8833825,[WPA2_PSK],2025-04-09 10:43:05,1,2412,-83,52.078157,4.350501,59.000000,0.600000,,,WIFI
20:E8:82:F0:A1:13,TELE2-F0A112_2.4G,[WPA2_PSK],2025-04-09 10:43:05,3,2422,-83,52.078157,4.350501,59.000000,0.600000,,,WIFI
02:AA:3F:A9:3B:26,Ziggo2296000,[WPA2_PSK],2025-04-09 10:43:05,11,2462,-84,52.078157,4.350501,59.000000,0.600000,,,WIFI
AC:22:05:E2:78:25,Ziggo8DF8254,[WPA2_PSK],2025-04-09 10:43:05,1,2412,-85,52.078157,4.350501,59.000000,0.600000,,,WIFI
64:13:6C:2F:77:C9,TELE2-2F77C8_2.4G,[WPA2_PSK],2025-04-09 10:43:05,4,2427,-85,52.078157,4.350501,59.000000,0.600000,,,WIFI
D2:21:F9:A0:4D:E2,Vegro_Wifi,[WPA2_PSK],2025-04-09 10:43:05,6,2437,-85,52.078157,4.350501,59.000000,0.600000,,,WIFI
30:67:A1:C9:56:57,Ziggo8429032,[WPA2_PSK],2025-04-09 10:43:05,11,2462,-86,52.078157,4.350501,59.000000,0.600000,,,WIFI
B0:5B:99:F4:56:8E,Make_Wifi_Great_Again,[WPA2_PSK],2025-04-09 10:43:05,1,2412,-87,52.078157,4.350501,59.000000,0.600000,,,WIFI
18:35:D1:F1:97:39,Ziggo6575650,[WPA2_PSK],2025-04-09 10:43:05,6,2437,-87,52.078157,4.350501,59.000000,0.600000,,,WIFI
00:4A:77:4A:2D:73,TELE2-4A2D72_2.4G,[WPA2_PSK],2025-04-09 10:43:05,6,2437,-88,52.078157,4.350501,59.000000,0.600000,,,WIFI
5C:FA:25:A2:95:4A,gardenroyaal,[WPA2_PSK],2025-04-09 10:43:05,6,2437,-89,52.078157,4.350501,59.000000,0.600000,,,WIFI
18:35:D1:FB:BC:09,Ziggo0486116,[WPA2_PSK],2025-04-09 10:43:05,6,2437,-90,52.078157,4.350501,59.000000,0.600000,,,WIFI
2A:35:D1:74:E6:99,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:05,6,2437,-90,52.078157,4.350501,59.000000,0.600000,,,WIFI
18:35:D1:17:5C:11,Ziggo7812707,[WPA2_PSK],2025-04-09 10:43:17,6,2437,-71,52.078213,4.350657,59.000000,0.600000,,,WIFI
2A:35:D1:17:5C:11,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:17,6,2437,-71,52.078213,4.350657,59.000000,0.600000,,,WIFI
52:0D:10:DD:22:69,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:17,1,2412,-72,52.078213,4.350657,59.000000,0.600000,,,WIFI
20:B8:2B:52:ED:F7,Ziggo7787458,[WPA2_PSK],2025-04-09 10:43:17,1,2412,-73,52.078213,4.350657,59.000000,0.600000,,,WIFI
92:5C:14:21:F6:49,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:17,11,2462,-73,52.078213,4.350657,59.000000,0.600000,,,WIFI
88:AC:C0:6A:D0:81,TMNL-6AD081,[WPA2_PSK],2025-04-09 10:43:17,11,2462,-76,52.078213,4.350657,59.000000,0.600000,,,WIFI
B0:F2:08:DB:F9:44,FRITZ!Box 7590 BF,[WPA2_PSK],2025-04-09 10:43:17,11,2462,-79,52.078213,4.350657,59.000000,0.600000,,,WIFI
3A:43:1D:C0:B4:93,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:17,1,2412,-80,52.078213,4.350657,59.000000,0.600000,,,WIFI
D4:3D:F3:C5:45:81,Vlekkenfeest,[WPA2_WPA3_PSK],2025-04-09 10:43:17,6,2437,-81,52.078213,4.350657,59.000000,0.600000,,,WIFI
9C:6F:52:15:CA:07,H369A15CA06,[WPA2_PSK],2025-04-09 10:43:17,11,2462,-82,52.078213,4.350657,59.000000,0.600000,,,WIFI
62:8D:26:5E:6D:5F,Brelis_Gast,[WPA2_PSK],2025-04-09 10:43:17,1,2412,-83,52.078213,4.350657,59.000000,0.600000,,,WIFI
44:05:3F:77:F4:81,Ziggo1861591,[WPA2_PSK],2025-04-09 10:43:17,1,2412,-84,52.078213,4.350657,59.000000,0.600000,,,WIFI
C8:B5:AD:8B:CE:22,Middin Internet,[WPA2_PSK],2025-04-09 10:43:17,6,2437,-84,52.078213,4.350657,59.000000,0.600000,,,WIFI
AC:F8:CC:CA:44:94,Ziggo4866248,[WPA2_PSK],2025-04-09 10:43:17,11,2462,-85,52.078213,4.350657,59.000000,0.600000,,,WIFI
B0:7F:B9:95:08:B4,ARLO_VMB_1594742828,[WPA2_PSK],2025-04-09 10:43:17,1,2412,-88,52.078213,4.350657,59.000000,0.600000,,,WIFI
C8:B5:AD:8B:E0:02,Middin Internet,[WPA2_PSK],2025-04-09 10:43:17,1,2412,-88,52.078213,4.350657,59.000000,0.600000,,,WIFI
D4:3D:F3:BD:C3:41,TMNL-BDC341,[WPA2_WPA3_PSK],2025-04-09 10:43:17,6,2437,-88,52.078213,4.350657,59.000000,0.600000,,,WIFI
3C:A6:2F:A1:3B:79,FRITZ!Box 7590 NA,[WPA2_PSK],2025-04-09 10:43:18,1,2412,-78,52.078220,4.350669,57.700000,0.600000,,,WIFI
90:5C:44:30:71:27,ZiggoE724177,[WPA2_PSK],2025-04-09 10:43:18,6,2437,-79,52.078220,4.350669,57.700000,0.600000,,,WIFI
92:5C:14:30:71:27,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:18,6,2437,-82,52.078220,4.350669,57.700000,0.600000,,,WIFI
6A:02:98:4F:C1:8F,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:18,11,2462,-82,52.078220,4.350669,57.700000,0.600000,,,WIFI
68:02:B8:4F:C1:8F,Ziggo2296000,[WPA2_PSK],2025-04-09 10:43:18,11,2462,-83,52.078220,4.350669,57.700000,0.600000,,,WIFI
AE:F8:CC:8C:B0:1C,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:18,11,2462,-85,52.078220,4.350669,57.700000,0.600000,,,WIFI
AC:22:05:4E:6C:5B,Ziggo8132EA5,[WPA2_PSK],2025-04-09 10:43:18,1,2412,-87,52.078220,4.350669,57.700000,0.600000,,,WIFI
AC:F8:CC:E7:E2:0C,Ziggo2859527,[WPA2_PSK],2025-04-09 10:43:18,6,2437,-88,52.078220,4.350669,57.700000,0.600000,,,WIFI
0C:8E:29:47:D4:8B,VRV951747D48B,[WPA2_PSK],2025-04-09 10:43:41,11,2462,-74,52.078338,4.350746,65.900000,0.600000,,,WIFI
48:D3:43:F5:E6:69,Ziggo8115092,[WPA2_PSK],2025-04-09 10:43:41,1,2412,-78,52.078338,4.350746,65.900000,0.600000,,,WIFI
AE:22:15:19:B5:EC,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:41,11,2462,-78,52.078338,4.350746,65.900000,0.600000,,,WIFI
18:0C:7A:1A:AF:45,Ziggo8317269,[WPA2_PSK],2025-04-09 10:43:41,1,2412,-80,52.078338,4.350746,65.900000,0.600000,,,WIFI
BE:F8:CC:04:DD:0E,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:41,1,2412,-82,52.078338,4.350746,65.900000,0.600000,,,WIFI
2E:CF:0E:20:0B:1D,Ziggo0135065,[WPA2_PSK],2025-04-09 10:43:41,11,2462,-82,52.078338,4.350746,65.900000,0.600000,,,WIFI
AC:22:05:19:B5:EC,ZiggoC1AD2BC,[WPA2_PSK],2025-04-09 10:43:41,11,2462,-83,52.078338,4.350746,65.900000,0.600000,,,WIFI
38:A6:59:C2:AE:06,KPNC2AE06,[WPA2_PSK],2025-04-09 10:43:41,11,2462,-83,52.078338,4.350746,65.900000,0.600000,,,WIFI
10:27:F5:6D:41:1E,FamilyM,[WPA2_PSK],2025-04-09 10:43:41,4,2427,-84,52.078338,4.350746,65.900000,0.600000,,,WIFI
48:D3:43:E5:28:89,Ziggo4212614,[WPA2_PSK],2025-04-09 10:43:41,6,2437,-84,52.078338,4.350746,65.900000,0.600000,,,WIFI
2A:35:D1:F0:53:F1,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:41,11,2462,-84,52.078338,4.350746,65.900000,0.600000,,,WIFI
5E:FA:25:A2:95:4D,Mandy,[WPA2_PSK],2025-04-09 10:43:41,6,2437,-85,52.078338,4.350746,65.900000,0.600000,,,WIFI
AC:22:05:86:4E:E2,Ziggo38CB65E,[WPA2_PSK],2025-04-09 10:43:41,6,2437,-86,52.078338,4.350746,65.900000,0.600000,,,WIFI
98:0D:67:31:67:71,TMNL-316771,[WPA2_PSK],2025-04-09 10:43:41,6,2437,-87,52.078338,4.350746,65.900000,0.600000,,,WIFI
AE:22:15:86:4E:E2,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:41,6,2437,-87,52.078338,4.350746,65.900000,0.600000,,,WIFI
A0:55:1F:CB:11:28,Ziggo0135065,[WPA2_PSK],2025-04-09 10:43:41,11,2462,-87,52.078338,4.350746,65.900000,0.600000,,,WIFI
B6:F2:17:27:A1:2A,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:41,1,2412,-88,52.078338,4.350746,65.900000,0.600000,,,WIFI
B4:F2:67:27:A1:2A,Porsche Speed,[WPA2_PSK],2025-04-09 10:43:41,1,2412,-89,52.078338,4.350746,65.900000,0.600000,,,WIFI
AE:F8:CC:CB:B2:92,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:41,11,2462,-89,52.078338,4.350746,65.900000,0.600000,,,WIFI
6A:02:98:9A:99:20,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:41,11,2462,-92,52.078338,4.350746,65.900000,0.600000,,,WIFI
5A:D3:43:96:D1:A1,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:53,6,2437,-76,52.078442,4.350773,71.100000,0.600000,,,WIFI
B0:A7:B9:3B:0B:9A,FamilyM,[WPA2_PSK],2025-04-09 10:43:53,4,2427,-77,52.078442,4.350773,71.100000,0.600000,,,WIFI
68:02:B8:D9:BB:2B,Ziggo1003620,[WPA2_PSK],2025-04-09 10:43:53,11,2462,-82,52.078442,4.350773,71.100000,0.600000,,,WIFI
4C:38:D8:2C:E7:61,Ziggo3097281,[WPA2_PSK],2025-04-09 10:43:53,11,2462,-82,52.078442,4.350773,71.100000,0.600000,,,WIFI
5E:38:D8:2C:E7:61,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:53,11,2462,-83,52.078442,4.350773,71.100000,0.600000,,,WIFI
6A:02:98:8C:C4:2E,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:53,11,2462,-84,52.078442,4.350773,71.100000,0.600000,,,WIFI
4C:38:D8:32:48:11,Ziggo1425255,[WPA2_PSK],2025-04-09 10:43:53,6,2437,-85,52.078442,4.350773,71.100000,0.600000,,,WIFI
AC:22:05:8B:36:74,Ziggo7BD48B1,[WPA2_PSK],2025-04-09 10:43:53,6,2437,-86,52.078442,4.350773,71.100000,0.600000,,,WIFI
CC:32:E5:12:A8:0A,COS,[WPA_WPA2_PSK],2025-04-09 10:43:53,2,2417,-87,52.078442,4.350773,71.100000,0.600000,,,WIFI
2A:35:D1:35:73:11,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:43:53,11,2462,-87,52.078442,4.350773,71.100000,0.600000,,,WIFI
AC:F8:CC:8C:B0:7C,Ziggo9621766,[WPA2_PSK],2025-04-09 10:43:53,11,2462,-90,52.078442,4.350773,71.100000,0.600000,,,WIFI
04:42:1A:17:C1:38,108AP@7_86U,[WPA2_PSK],2025-04-09 10:44:06,10,2457,-68,52.078550,4.350847,76.300000,0.600000,,,WIFI
B0:A7:B9:C7:70:BE,FamilyM,[WPA2_PSK],2025-04-09 10:44:06,4,2427,-69,52.078550,4.350847,76.300000,0.600000,,,WIFI
50:E6:36:9B:B8:BD,FRITZ!Box 7590 CD,[WPA2_PSK],2025-04-09 10:44:06,5,2432,-72,52.078550,4.350847,76.300000,0.600000,,,WIFI
04:42:1A:71:10:60,Invaders must die,[WPA2_PSK],2025-04-09 10:44:06,10,2457,-73,52.078550,4.350847,76.300000,0.600000,,,WIFI
92:42:1A:71:10:61,Invaders_2G,[WPA_WPA2_PSK],2025-04-09 10:44:06,10,2457,-75,52.078550,4.350847,76.300000,0.600000,,,WIFI
DC:62:79:1D:F9:A6,Be-Bop,[WPA2_PSK],2025-04-09 10:44:06,9,2452,-77,52.078550,4.350847,76.300000,0.600000,,,WIFI
68:02:B8:9A:99:20,Ziggo9365121,[WPA2_PSK],2025-04-09 10:44:06,11,2462,-77,52.078550,4.350847,76.300000,0.600000,,,WIFI
36:2C:94:DE:AD:DA,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:06,11,2462,-77,52.078550,4.350847,76.300000,0.600000,,,WIFI
34:2C:C4:DE:AD:DA,Ziggo3516773,[WPA2_PSK],2025-04-09 10:44:06,11,2462,-78,52.078550,4.350847,76.300000,0.600000,,,WIFI
18:0C:7A:1A:0A:F6,Ziggo9504392,[WPA2_PSK],2025-04-09 10:44:06,6,2437,-79,52.078550,4.350847,76.300000,0.600000,,,WIFI
30:67:A1:E2:33:6F,Ziggo6183318,[WPA2_PSK],2025-04-09 10:44:06,1,2412,-81,52.078550,4.350847,76.300000,0.600000,,,WIFI
9C:97:26:C9:CA:09,TELE2-C9CA09,[WPA_WPA2_PSK],2025-04-09 10:44:06,6,2437,-82,52.078550,4.350847,76.300000,0.600000,,,WIFI
AC:F8:CC:93:8B:44,Ziggo9099426,[WPA2_PSK],2025-04-09 10:44:06,6,2437,-82,52.078550,4.350847,76.300000,0.600000,,,WIFI
30:67:A1:C6:2B:A7,Ziggo2817622,[WPA2_PSK],2025-04-09 10:44:06,1,2412,-83,52.078550,4.350847,76.300000,0.600000,,,WIFI
90:9F:22:15:DA:F7,Odido-15DAF7,[WPA2_WPA3_PSK],2025-04-09 10:44:06,1,2412,-84,52.078550,4.350847,76.300000,0.600000,,,WIFI
20:B8:2B:55:57:5C,Ziggo2138107,[WPA2_PSK],2025-04-09 10:44:06,11,2462,-84,52.078550,4.350847,76.300000,0.600000,,,WIFI
AC:F8:CC:8C:AA:4F,Ziggo8100843,[WPA2_PSK],2025-04-09 10:44:06,11,2462,-84,52.078550,4.350847,76.300000,0.600000,,,WIFI
E4:57:40:C6:65:F3,Ziggo9510250,[WPA2_PSK],2025-04-09 10:44:06,1,2412,-85,52.078550,4.350847,76.300000,0.600000,,,WIFI
1A:26:54:DE:6C:EB,Z-Fold5-TAZ,[WPA2_WPA3_PSK],2025-04-09 10:44:06,1,2412,-85,52.078550,4.350847,76.300000,0.600000,,,WIFI
AE:F8:CC:93:8B:14,Ziggo,[WPA2_ENTERPRISE],2025-04-09 10:44:06,6,2437,-85,52.078550,4.350847,76.300000,0.600000,,,WIFI
